ID,Категория,Название мастерской / имя мастера,Никнейм,Город,Регион,Что производит,Признаки собственного производства,Активность,Последняя обнаруженная активность,Основной способ связи,Основной контакт,VK,Telegram,Instagram / другая соцсеть,Сайт,Email,Дополнительные контакты,Основной источник,Дополнительный источник,Почему подходит нашей мастерской,Потенциально интересующие детали / услуги,Коммерческая релевантность 1-5,Качество лида A/B/C,Комментарий исследователя,Дата проверки
C026,Cosplay studio,Школа Бутафора СПб,sao-spb,Санкт-Петербург,Санкт-Петербург,"Обучение бутафории и крафту, мастер-классы; изготовление костюмов и изделий любой сложности на заказ","Мастерская с оборудованием, используемым и для обучения, и для выполнения заказов",Активна,2026-09 — страница активна,Сайт-визитка VK,https://sao-spb.orgs.biz/,,,,https://sao-spb.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://sao-spb.orgs.biz/,,"Школа — это поток выпускников, каждый из которых становится самостоятельным мастером и потенциальным заказчиком деталей. Один контакт здесь стоит десятка холодных.","Печать учебных и заказных деталей, партнёрство по оснащению, выход на выпускников",3,B,Ценен прежде всего как «хаб» доступа к начинающим мастерам Петербурга.,2026-09-15
C027,Prop maker,LyugnerStore — студия и специальные эффекты,lyugnerstore,не указан,Ярославская область,"Реквизит для косплея и квестов, крупногабаритные декорации, спецэффекты, грим, костюмы","Заявлено собственное изготовление бутафории, костюмов и крупноформатных декораций",Активна,2026-09 — страница активна,Сайт-визитка VK,https://lyugnerstore.orgs.biz/,,,,https://lyugnerstore.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://lyugnerstore.orgs.biz/,,"Косплей-реквизит прямо в профиле, при этом мастерская вне столиц — там конкуренция за подрядчика по печати минимальна, а логистика из центра России удобна.","Детали реквизита, крепления, механические узлы, тиражные элементы",3,B,Один из немногих найденных вне столиц с явным косплей-направлением.,2026-09-15
C028,Prop maker,Мастерская Kseon'a (Kseon Crafts),kseoncrafts,не указан,не указан,"Текстолитовые мечи и сабли, ролевые изделия; ремонт доспехов и мечей",Механическая обработка текстолита и ремонт — то есть оборудованный цех с инструментом,Активна,2026-09 — страница активна,Сайт-визитка VK,https://kseoncrafts.orgs.biz/,,,,https://kseoncrafts.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://kseoncrafts.orgs.biz/,,"Рукояти, гарды и навершия печатаются заметно дешевле, чем вытачиваются, и повторяются от изделия к изделию. Ремонтное направление добавляет спрос на замену отдельных деталей.","Рукояти, гарды, навершия, фурнитура, крепления, сменные детали",3,B,,2026-09-15
C029,Cosplay studio,Художественная мастерская Master of Fantasy (MoF Workshop),studiomof,Санкт-Петербург,Санкт-Петербург,"Костюмы любой сложности — косплей, исторические, театральные, танцевальные, праздничные, дизайнерские для фестивалей и шоу; также продают материалы (латексоподобные ткани, металлизированная экокожа, пайетки)","Индивидуальный пошив по меркам, портфолио с описанием материалов, быстрые ремонты силами штата, продажа собственных материалов",Активна,2026-09 — страница активна,Сайт-визитка VK,https://studiomof.orgs.biz,,,,https://studiomof.orgs.biz,,"Телефон (опубликован как контакт): +7 (812) 989-90-30. Адрес: СПб, ул. Ломоносова, 102. VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://studiomof.orgs.biz/,,"Профиль преимущественно текстильный, поэтому печать нужна точечно — фурнитура, застёжки, жёсткие аксессуары. Зато штат и постоянный поток костюмов для шоу дают регулярность.","Фурнитура, застёжки, жёсткие аксессуары, декоративные элементы",2,B,,2026-09-15
C030,Prop maker,Мастерская Косматого (шлемы из стали и кожи),kosmohelm,не указан,Владимирская область,"Шлемы из стали 1.5–2 мм и кожи (реконструкция типа Гьермундбю), конфигурации «Хускарл», «Ярл», «Конунг», бармицы и кольчужные наносники, кожаные подшлемники","Клёпка, воронение и оксидирование, вощение, антикоррозийная обработка внутри, индивидуальные размеры, ДАТИРОВАННЫЕ фотогалереи процесса с атрибуцией заказчикам",Активна,2026-09 — постоянные новые работы,Сайт-визитка VK,https://kosmohelm.orgs.biz,,,,https://kosmohelm.orgs.biz,,"Телефон (опубликован как контакт): +7 (904) 956-10-02. VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://kosmohelm.orgs.biz/,,"Металлообработка, поэтому прямой спрос на печать невелик — но именованные конфигурации («Хускарл», «Ярл») означают повторяемые модели, для которых полезны шаблоны и оснастка.","Шаблоны и кондукторы, оснастка, декоративные накладки",2,B,"Скорее историческая реконструкция, чем косплей, но производство реальное и датировано.",2026-09-15
C031,Prop maker,Кузница Севера (Nord Smithy),nordsmithy,Новосибирск,Новосибирская область,"Изделия ручной работы, кованые изделия (номенклатура требует уточнения)","Кузница, ручное производство",Активна,2026-09 — страница активна,Сайт-визитка VK,https://nordsmithy.orgs.biz/,,,,https://nordsmithy.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://nordsmithy.orgs.biz/,,"Закрывает Новосибирск — один из целевых городов-миллионников, где в остальном косплей-мейкеров через открытый веб найти не удалось.","Оснастка, шаблоны, декоративные накладки",2,B,"Точная номенклатура не подтверждена — при контакте уточнить, делают ли доспехи и оружие.",2026-09-15
C032,Cosplay studio,Творческая мастерская «Заказчик» (Костюмер ТМ),kostumertm,Калининград,Калининградская область,"Индивидуальный пошив одежды, пошив костюмов для коллективов, косплей-костюмы на заказ; также прокат","Собственный швейный цех, пошив для коллективов (серийность)",Активна,2026-09 — страница активна,Сайт-визитка VK,https://kostumertm.orgs.biz/,,,,https://kostumertm.orgs.biz/,,"Телефон (опубликован как контакт): +7 (911) 868-61-02. VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://kostumertm.orgs.biz/,,"Текстильный профиль, поэтому релевантность невысокая, но пошив для коллективов означает одинаковые аксессуары в количестве. Закрывает Калининград.","Фурнитура, жёсткие аксессуары, тиражные декоративные детали",2,B,,2026-09-15
C033,Cosplay studio,Мастерская костюма «Rosie»,rosie-atelier,не указан,не указан,"Косплей, в том числе сложные костюмы уровня Final Fantasy XIV, костюмы для аниматоров и шоу, аксессуары",Мастерская костюма с портфолио собственных сложных работ,Активна,2026-09 — страница активна,Сайт-визитка VK,https://rosie-atelier.orgs.biz/,,,,https://rosie-atelier.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://rosie-atelier.orgs.biz/,,"Костюмы уровня Final Fantasy XIV невозможно собрать без жёстких декоративных элементов — брони, наплечников, украшений. Сложный косплей почти всегда упирается в печатные детали.","Жёсткие декоративные элементы, наплечники, украшения, крепления",3,B,,2026-09-15
C034,Private cosplay maker,JUJU workshop,juju-workshop,не указан,не указан,"Индивидуальный пошив косплея, авторские изделия для животных",Авторская мастерская индивидуального пошива,Активна,2026-09 — страница активна,Сайт-визитка VK,https://juju-workshop.orgs.biz/,,,,https://juju-workshop.orgs.biz/,,"Телефоны (опубликованы как контакты): +7 911 239-16-77, +7 911 239-16-88. VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://juju-workshop.orgs.biz/,,"Текстильный профиль, невысокая релевантность — печать нужна для фурнитуры и аксессуаров.","Фурнитура, аксессуары, крепления",2,B,"Код +7911 указывает на СПб/СЗФО, но это косвенный признак, не подтверждение.",2026-09-15
C035,Cosplay studio,Студия «МАСКАРАД ПЛЮС»,82maskaradplus,не указан,Республика Крым (по коду домена «82» — требует подтверждения),"Индивидуальный пошив карнавальных и сценических костюмов, изготовление реквизита для аниматоров по эскизам заказчика, крылья ангела, косплей-одежда, спортивные костюмы; ремонт и реставрация аксессуаров, в том числе кожи","Пошив по эскизам заказчика, собственный ремонт и реставрация",Активна,2026-09 — страница активна,Сайт-визитка VK,https://82maskaradplus.orgs.biz/,,,,https://82maskaradplus.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://82maskaradplus.orgs.biz/,,"Реквизит для аниматоров по эскизам — регулярные небольшие партии однотипных изделий. Закрывает Крым, полностью непокрытый другими источниками.","Каркасы крыльев, жёсткие детали реквизита, фурнитура",2,B,"Регион определён по цифрам «82» в домене (код Крыма) — это ДОГАДКА, требует подтверждения.",2026-09-15
C036,Prop maker,ВКукле (ростовые куклы и mascot-костюмы),vkukle,Москва / Санкт-Петербург,Москва,"Ростовые куклы и mascot-костюмы по индивидуальному дизайну, с логотипом компании; сроки от 5 дней; бесплатный эскиз","Прямо заявлено «производство в Москве и СПб», индивидуальный дизайн, собственный эскизный отдел",Активна,2026-09 — сайт активен,Сайт,https://vkukle.ru/,,,,https://vkukle.ru/,,,https://vkukle.ru/,,"Маскоты близки к фурсьютам по конструкции головы: глаза, зубы, каркас. Срок от 5 дней означает, что они физически не успевают лепить детали вручную — покупные готовые компоненты для них решение, а не эксперимент.","Каркасы голов, детали глаз, зубы, крепления, вентиляция, мелкосерийные повторяемые детали",3,B,"Корпоративные маскоты — сегмент с бюджетами выше, чем у частного косплея, и с повторными заказами от тех же компаний.",2026-09-15
C037,Prop maker,Мастер Сцена,masterscena,Новосибирск,Новосибирская область,"Изготовление ростовых кукол на заказ, сценическое оформление",Собственное производство с опубликованными ценами и каталогом,Активна,2026-09 — сайт активен,Сайт,https://masterscena.ru/,,,,https://masterscena.ru/,,,https://masterscena.ru/catalog/rostovye-kukly,,"Ростовые куклы требуют каркасов голов, глаз и креплений. Закрывает Новосибирск — целевой город-миллионник.","Каркасы голов, детали глаз, крепления, механические элементы",2,B,,2026-09-15
C038,Private cosplay maker,Творческая мастерская Марии Казаковой,marika23,не указан,Краснодарский край (по коду домена «23» — требует подтверждения),Дизайн и изготовление ростовых кукол (маскотов) на заказ; доставка по всем городам РФ,"Авторская творческая мастерская, собственный дизайн и изготовление",Активна,2026-09 — сайт активен,Сайт,https://marika23.ru/,,,,https://marika23.ru/,,,https://marika23.ru/,,"Авторская мастерская маскотов: каркасы, глаза, крепления. Решения принимает один человек, что ускоряет сделку.","Каркасы голов, детали глаз, крепления",2,B,"Регион определён по цифрам «23» в домене (код Краснодарского края) — ДОГАДКА, требует подтверждения.",2026-09-15
C039,Prop maker,Играмир,igramir,не указан,не указан,Ростовые куклы и маскоты любой сложности; срок изготовления около 3 недель в зависимости от сложности,"Заявленный производственный цикл с конкретными сроками, изготовление по идеям клиента",Активна,2026-09 — сайт активен,Сайт,https://igramir.com/,,,,https://igramir.com/,,,https://igramir.com/lifesize-dolls/,,"Заявленный трёхнедельный цикл — жёсткий срок, при котором готовые печатные компоненты дают выигрыш по времени.","Каркасы голов, детали глаз, крепления, механические элементы",2,B,,2026-09-15
C040,Cosplay studio,Театральное ателье «Сударушка»,sudaryshka,не указан,не указан,"Ростовые куклы любой сложности и размеров, ростовые костюмы на заказ","Собственные мастерские, куда клиента приглашают для обсуждения с художниками и мастерами; изготовление по эскизу, если модели нет в каталоге",Активна,2026-09 — сайт активен,Сайт,https://sudaryshka.ru/,,,,https://sudaryshka.ru/,,,https://sudaryshka.ru/rostovie-kukli/,,"Наличие штата художников и мастеров плюс изготовление по эскизу — признак настоящего производства, а не перепродажи.","Каркасы голов, детали глаз, крепления",2,B,,2026-09-15
C041,Prop maker,Мастерская Гридень,workshopgriden,не указан,не указан,"Доспехи, кольчуги из сварных колец, подшлемники и другие элементы костюма IX–XI вв.",Собственное плетение кольчуг и изготовление элементов костюма,Активна,2026-09 — страница активна,Сайт-визитка VK,https://workshopgriden.orgs.biz/,,,,https://workshopgriden.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://workshopgriden.orgs.biz/,,Металл и кольчужное плетение — печать почти неприменима. Включён как смежный сегмент (реконструкция граничит с косплей-бронёй) и для полноты картины рынка.,"Оснастка, шаблоны",1,C,Низкий приоритет: технологически далеки от нашего профиля.,2026-09-15
C042,Prop maker,Мастерская Реквизит Антона (Fire Work Room),fireworkroom,не указан,не указан,Огненный и тренировочный реквизит для фаер-шоу,Заявлено собственное изготовление реквизита,Активна,2026-09 — страница активна,Сайт-визитка VK,https://fireworkroom.orgs.biz/,,,,https://fireworkroom.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://fireworkroom.orgs.biz/,,"Смежный сегмент с собственным производством; печать применима для рукоятей и креплений, но термонагрузка ограничивает применение пластика.","Рукояти, крепления, корпуса",2,C,Фаер-шоу — не косплей; включён как смежное производство. Низкий приоритет.,2026-09-15
C043,Prop maker,Резка пенопласта (СПб-струна),rezkaspbstruna,Санкт-Петербург,Санкт-Петербург,"Термострунная резка пенопласта для театральных декораций, бутафории, объёмных букв, логотипов, декора мероприятий",Собственное станочное производство (термострунная резка),Активна,2026-09 — страница активна,Сайт-визитка VK,https://rezkaspbstruna.orgs.biz/,,,,https://rezkaspbstruna.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://rezkaspbstruna.orgs.biz/,,"Скорее смежный подрядчик, чем клиент: они закрывают крупные объёмы пенопластом там, где печать нерентабельна. Возможен взаимный обмен заказами.",Взаимное субподрядное партнёрство,2,C,"Партнёр, а не покупатель. Оставлен для полноты картины смежных технологий.",2026-09-15
C044,Prop maker,PandaPlast 77,pandaplast77,не указан,Москва и Московская область,"Фигуры, бутафория, новогодний декор из пенопласта; декорации для кино, театра и мероприятий",Собственное производство пенопластовых фигур,Активна,2026-09 — страница активна,Сайт-визитка VK,https://pandaplast77.orgs.biz/,,,,https://pandaplast77.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://pandaplast77.orgs.biz/,,"Крупногабаритный пенопласт — смежная технология; печать применима для мелких точных элементов, которые пенопластом не делаются.","Мелкие точные детали, крепления",2,C,,2026-09-15
C045,Private cosplay maker,Мастерская «Studioplat»,studioplat,не указан,не указан,Толстовки с ушками и авторские изделия,Авторская мастерская,Активна,2026-09 — страница активна,Сайт-визитка VK,https://studioplat.orgs.biz/,,,,https://studioplat.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://studioplat.orgs.biz/,,"Ближе к мерчу, чем к реквизиту; потребность в печатных деталях минимальна.",Фурнитура,1,C,Самый низкий приоритет базы. Оставлен для полноты.,2026-09-15
